Id;Id Orden;Referencia;Valor;Valor del envío;Estado;Moneda;Medio de pago;País;Valor local;Moneda local;Código de respuesta;Tipo de rechazo;Código autorización;Fecha de creación;Id Comercio;Id Cuenta;Modelo Pagos;Número de tarjeta;Número de cuotas;Device session id;Hash;Tipo de transacción;Modelo de acreditación;Días para Depósito;Tasa de interés comercio;Valor interés comercio;Valor de Cuota;Cuota Abonada;Origen de la transacción;
"8829b793-6377-4343-b8d2-feae5b2b0f53";"97763917";"U127559L16P3";"24.70";"";"APPROVED";"USD";"PSE";"CO";"73717.00";"COP";"APPROVED";"NONE";"SUCCESS";"2015-10-05 14:42:24";"500968";"501716";"AGGREGATOR";"";"1";"";"730b01768c1cbb2c478777a24cf0fcfe";"AUTHORIZATION_AND_CAPTURE";"IMMEDIATE";"0";"0.0000";"0.00";"73717.00";"1";"POST_API_v4_0";
"a1abc659-bff8-4b75-b1e4-2522f6220ae8";"97762935";"102572";"20.97";"";"APPROVED";"USD";"MASTERCARD";"CO";"62585.00";"COP";"APPROVED";"NONE";"33672P";"2015-10-05 14:10:32";"500968";"501716";"AGGREGATOR";"542418******6883";"1";"vghs6tvkcle931686k1900o6e1";"c48e8afa1f1e243904a232f726efb6e0";"AUTHORIZATION_AND_CAPTURE";"IMMEDIATE";"0";"0.0000";"0.00";"62585.00";"1";"POST_API_v4_0";
"009ae6da-075a-4aec-b5c9-8a0371ca07e9";"97761603";"102568";"6.99";"";"APPROVED";"USD";"MASTERCARD";"CO";"20862.00";"COP";"APPROVED";"NONE";"338773";"2015-10-05 13:33:02";"500968";"501716";"AGGREGATOR";"530695******1238";"1";"vghs6tvkcle931686k1900o6e1";"33120c0e11a068ec2d97a11cff13f36e";"AUTHORIZATION_AND_CAPTURE";"IMMEDIATE";"0";"0.0000";"0.00";"20862.00";"1";"POST_API_v4_0";
"c9c67687-a943-4fa1-9185-c58b598f0bd8";"97753176";"U127525L19P3";"24.70";"";"PENDING";"USD";"BALOTO";"CO";"74540.00";"COP";"PENDING_TRANSACTION_CONFIRMATION";"NONE";"";"2015-10-05 07:54:14";"500968";"501716";"AGGREGATOR";"";"1";"";"b38a76f559a7e17603efd4c82499cd2a";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"03538e0b-0a54-4433-b5e7-6ca6150febb3";"97744131";"U127510L20P3";"24.70";"";"APPROVED";"USD";"VISA";"CO";"75011.00";"COP";"APPROVED";"NONE";"134307";"2015-10-04 23:47:27";"500968";"501716";"AGGREGATOR";"477291******7028";"1";"vghs6tvkcle931686k1900o6e1";"aa2f001241b2f686189809d12854be18";"AUTHORIZATION_AND_CAPTURE";"IMMEDIATE";"0";"0.0000";"0.00";"75011.00";"1";"POST_API_v4_0";
"8a6a2d2a-11c0-44b9-9c4f-dd837cc19cf3";"97743987";"102551";"6.99";"";"PENDING";"USD";"BALOTO";"CO";"21228.00";"COP";"PENDING_TRANSACTION_CONFIRMATION";"NONE";"";"2015-10-04 23:41:37";"500968";"501716";"AGGREGATOR";"";"1";"";"08bf783ca60c561705baa2a1c820f11e";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"14869182-e0c3-43d6-ab4f-ffb7fd038709";"97743202";"102549";"6.99";"";"DECLINED";"USD";"VISA";"CO";"21228.00";"COP";"INSUFFICIENT_FUNDS";"HARD_DECLINE";"";"2015-10-04 22:48:37";"500968";"501716";"AGGREGATOR";"456621******2632";"1";"vghs6tvkcle931686k1900o6e1";"6c7522754d5cf5c67f60ba93a9cfd44c";"AUTHORIZATION_AND_CAPTURE";"";"0";"";"";"";"";"POST_API_v4_0";
"36b662d3-bf09-4cc3-933b-41d40988c7ad";"97742641";"U127501L15P6";"34.95";"";"APPROVED";"USD";"VISA";"CO";"106139.00";"COP";"APPROVED";"NONE";"154201";"2015-10-04 22:36:36";"500968";"501716";"AGGREGATOR";"477291******8009";"1";"vghs6tvkcle931686k1900o6e1";"9e413a43ecbe81e56475d01a4860bff3";"AUTHORIZATION_AND_CAPTURE";"IMMEDIATE";"0";"0.0000";"0.00";"106139.00";"1";"POST_API_v4_0";
"f56be4df-407e-489f-8242-1cf34970607d";"97743167";"U127499L16P6";"34.95";"";"APPROVED";"USD";"VISA";"CO";"106139.00";"COP";"APPROVED";"NONE";"062573";"2015-10-04 22:36:08";"500968";"501716";"AGGREGATOR";"477213******9975";"1";"vghs6tvkcle931686k1900o6e1";"4257b130bbc288faf25c557a6ef7dc2a";"AUTHORIZATION_AND_CAPTURE";"IMMEDIATE";"0";"0.0000";"0.00";"106139.00";"1";"POST_API_v4_0";
"e65981dc-1e4a-415b-a9b2-75892aed1b16";"97742506";"102544";"6.99";"";"APPROVED";"USD";"MASTERCARD";"CO";"21228.00";"COP";"APPROVED";"NONE";"584320";"2015-10-04 21:57:06";"500968";"501716";"AGGREGATOR";"541547******2105";"1";"vghs6tvkcle931686k1900o6e1";"f99b3304b3b9e1a5d50e819b82880cd7";"AUTHORIZATION_AND_CAPTURE";"IMMEDIATE";"0";"0.0000";"0.00";"21228.00";"1";"POST_API_v4_0";
